"","id_user","post"
"52",1,"Quería escribir algo sobre esto pero no me puedo concentrar y bueno Chao"
"53",1,"Aiiiiieeeeeeeeeee  Quadruple luxation des yeuxOffrez cette fracture en taguant vos amisFracture de la rétine no 109 "
"54",1,NA
"55",1,"wwwlabioguiacom"
"56",1,NA
"57",1,"Imposible no reírse con este vídeoInstagram https//instagramcom/soylesis/ Créditos de Desahogada"
"58",1,NA
"59",1,"ENVIDIA DÓNDELa envidia es mil veces más terrible que el hambre porque es hambre espiritual"
"60",1,NA
"61",1,""
"62",1,"no se lo dedico a nadie jajajajajaja pero es que coño esta bueno este video jajaaja"
"63",1,"NO ES QUE ANDE ARDIDO PERO NO SUPERO ESTE VIDEO JAJAJAJA ESTA BUENAZO JAJA"
"64",1,NA
"65",1,"Por qué hay desabastecimiento en Venezuela"
"66",1,NA
"67",1,"IMPORTANTE COMPÁRTELO ENTRE TUS CONTACTOSEsto ha pasado a varias personas que viven en departamento y utilizan ascensor con sus amigos de cuatro patas DAAS  Derecho Animal A Ser"
"68",1,NA
"69",1,"Sabías que El 05 de Julio de 1964 en Inglaterra se crea la banda Pink Floyd"
"70",1,NA
"71",1,"''Ya pasaron algunos días pero hay 1 herida que no sana Me siento decepcionado me decepcionó Jara me decepcionó Chile me decepcionó el Arbitraje y también sentí que me decepcionó el Futbol El día del partido todos me sugerían que no juegue que me enfoque mas en mis problemas familiares  ya que mi familia está atravesando un momento horrible Sin embargo por una cuestión de convicción por una cuestión de respeto al equipo y por respeto al Futbol decidí jugar Para qué no Para salir a la cancha y ser insultado  ser agredido incluso me decían cosas como ''Tu papá se va a comer 20 años preso'' Me descolocaron que sean tan pocos humanos y que con tal de ganar recurran a estrategias indignas y cruelesPuedo tolerar agresiones crueles pero que te metan 2 dedos en la cola ya es algo bastante molesto difícil de sobrellevar  y reaccioné básicamente por instinto A lo cual Jara hizo una actuación digna de BroadwayEs triste que en el Futbol existan estas cosas Cuando yo era un niño y jugaba con mi pelota todo el día era porque amaba el deporte  porque me encantaba correr hacer goles e ir superándome tanto técnicamente como aprender a jugar en EquipoMe acuerdo en mi adolescencia yo admiraba a Gabriel Batistuta y a otros jugadores que por ahí no jugaban en mi posición como el Chino Recoba o Pavel Nedved los admiraba mucho Nunca se me hubiera cruzado por la cabeza meterle 2 dedos en la cola a Pavel Nedved Porque el Futbol no se trata de esoJara es un pobre ser humano un futbolista fracasado que recurre a la actuación y a la indignidad para llenar sus falencias como futbolista Para mi se equivocó de rubro ya que como actor lo veo mejor  y si tantas ganas de meter dedos en la cola tiene debería dedicarse a la pornografía En los Tsunamis y en los Terremotos murieron muchos chilenos trabajadores y honestos Y me preguntó por qué Jara sigue vivo a veces pareciera que en este mundo los buenos sufren y los malos disfrutan Pareciera que el mal triunfa sobre el bien Nada mas que decirGracias por leer''Carta de Edison Cavani reportada al Diario El Gráfico Profunda y conmovedora"
"72",1,NA
"73",1,"v jhon030"
"74",1,NA
"75",1,"Jajaja te bajas ahora  Johnny Aniwoxcom"
"76",1,NA
"77",1,"Diferencias de un turista y un aventurero Mochilero"
"78",1,"El Maestro"
"79",1,"OFICIAL  Andrea Pirlo continuará su carrera en Nueva York tras 4 años como bianconero Esto es  nuestro tributo a un superclase inigualable"
"80",1,"Giovanni"
"81",1,"1912 Ukelelo wwwukelelocom ukelelomag"
"82",1,NA
"83",1,"cv"
"84",1,"Se hacen llavesBuen día señor vengo a que me haga la llave de la felicidad"
"85",1,"Noi oggi ci potremmo accontentare di una chiave per stare al fresco ma sappiamo che Mafalda Oficial ha sempre in testa un bene più grande "
"86",1,NA
"87",1,""
"88",1,NA
"89",1,"buenas noches a todos  tal vez ya lo vieron pero aqui se los comparto jejeje me dio justo en mi infancia 3"
"90",1,"Dragón Ball Super  1er capítuloSígueme en Twitter https//twittercom/Fafhoo"
"91",1,NA
"92",1,NA
"93",1,NA
"94",1,"Mario Silva le responde a Vanessa Senior Video Bomba v"
"95",1,"No vale yo no creo"
"96",1,"guá  no tenía ni idea"
"97",1,NA
"98",1,"Quien es tu adicción Etiquétalo aquí"
"99",1,NA
"100",1,"Feel the need to protect yourself from emotional manipulation Then this advice may help Here are 8 ways to spot emotional manipulation and how to protect yourself from it"
"101",1,""
"102",1,"Simba"
"103",1,"Si les gusta la literatura inglesaespecíficamente del género de romanticismoy lo mezclan con terror del siglo XIX sumandole unos actores que se la comen Entonces tienen que ver esta serieestoy totalmente enviciadales dejo el introsolo con el intro ya dan ganas de devorarla"
"104",1,NA
"105",1,NA
"106",1,"Brilliant"
"107",1,"EUGENIO DERBEZ le responde a DonaldTrump "
"108",1,NA
"109",1,"Tan parecidos"
"110",1,NA
"111",1,"Happy birthday Sylvester Stallone Celebrate by watching Rambo http//amznto/1dvCEww or the The Expendables http//amznto/1NtG28p"
"112",1,"Ya pueden relajar los esfinteres"
"113",1,NA
"114",1,"Fomentemos la responsabilidad en nuestros niños dejandoles tareas de acuerdo a su edad"
"115",1,NA
"116",1,"yo quiero saber"
"117",1,NA
"118",1,"La bandera de Venezuela hoy brilla en Bogota Que pauerful Que hermandad"
"119",1,NA
"120",1,"Vamos Todos a Compartir Esto Para Que el Mundo Se Entere O"
"121",1,NA
"122",1,"Por qué el fútbol venezolano no funciona Episodio completo aquí  http//owly/PcRUd"
"123",1,NA
"124",1,"No puedo dejar de ver este video "
"125",1,NA
"126",1,"NoticierosTelesur VIDEO CONOCE LAS TRES MÉRIDA DEL MUNDO LA ESPAÑOLA LA NUESTRA Y LA VENEZOLANA"
"127",1,"Her response to the haters is perfect"
"128",1,NA
"129",1,NA
"130",1,"SE LE VOLVIO A CHISPOTEAR A CHITAAristóbulo IstúrizSi quitamos El Control de CambioNOS TUMBAN"
"131",1,NA
"132",1,"Cuánto Cobra un Community Manager Los resultados de la infografía son dados por las respuestas de un pequeño grupo de personas a una oferta laboral Si deseas colaborar ampliando la muestra llena la siguiente encuesta http//googl/forms/j3vf6yIQNR"
"133",1,NA
"134",1,"COMPARTIR A partir del 14 de julio multas pòr MALTRATO ANIMAL"
"135",1,NA
"136",1,"jajaja un mate de risa csm jjajaja"
"137",1,"LOS NIÑOS DE AHORA JAJAJA  BARNEY MARICÓN"
"138",1,NA
"139",1,"Tempt Your Picky Eaters with Fun Food"
"140",1,NA
"141",1,"Video Testimonio de los rehenes del asalto al Banco de Venezuela de Bello Monte hoy sucesos 6J noticias patriasegura vzla Venezuela atraco inseguridad Caracas"
"142",1,"Un dia de practica en casero normalito pues con mi peor de las fachas XD"
"143",1,"THIS vamos aprendiendo"
"144",1,NA
"145",1,"All my fellow violinists need to head over to BuzzFeed and read this article"
"146",1,"jajaja"
"147",1,"PAISANA JACINTA CANTANDO WE ARE DE CHAMPIONS"
"148",1,NA
"149",1,NA
"150",1,"Cuando te bañas con música xD"
"151",1,NA
"152",1,"Miguel"
"153",1,NA
"154",1,NA
"155",1,"El 6 de julio de 1907 nacía en Coyoacán México la gran pintora Frida Kahlo"
"156",1,NA
"157",1,NA
"158",1,"A Cambridge University scientist claims aliens are real and that they look like human beings What are your thoughts"
"159",1,"jAJAJAJ este gobierno es un circo de pana"
"160",1,NA
"161",1,"Lo que hacen los padres 3Síguenos enTwitter  https//twittercom/ZZRadioInstagram  http//instagramcom/zzradio"
"162",1,"Moi jajajaja Keyla Sequera"
"163",1,"jajaja buen video DSigueme en  Christian Rivera para mas videos"
"164",1,"SOY LATINA DONDE ESTÁ EL SABOR Y LAS MUJERES MÁS BELLAS VAYALO"
"165",1,NA
"166",1,"Amigs proteccionistas muy pendientes de esta mujer nunca le den en adopcion ni un perro' ni un gato' ni un mosquito se llama Natalia Coronado trabaja en el valle  vive en la Vegase entra por el paraiso o por el km 5 de la panamericana se viste bien' habla muy bien' de verdad te hace creer que es la mejor adoptante que haz conseguidobuen empleo cristiana nins pago el traslado todo perfecto te dice que ama y ayuda a muchos animales las dos primeras semanas envio fotos' videos' luego comenzo un misterio total no mas fotos no mas videos despues de 20 dias hablandole bonito' por debajito hasta que ayer se logro quitarle la perrita en muy mal estado 8 kilos menos' 3 gusaneras' hay que hacerle cirugia posiblemente pierda su cola por favor difundan para que nunca nadie le de nada a este mujer nada difundan por todos lados al parecer adopto unos gaticos y un poodle para que no suceda lo mismo difundan"
"167",1,NA
"168",1,NA
"169",1,NA
"170",1,"jajajjaja buenisima estaa"
"171",1,"Rosa Elena Alvarez hay que verlo juntas "
"172",1,NA
"173",1,NA
"174",1,"Erick"
"175",1,NA
"176",1,"Sabías que El 05 de Julio de 1954 en Estados Unidos Elvis Presley graba su primera canción llamada That's all right"
"177",1,"boom"
"178",1,NA
"179",1,NA
"180",1,NA
"181",1,"De ser esto cierto lamentaría mucho la forma en la que juegan con la necesidad de las personas a cambio de mantener una imagen política y una tendencia que en realidad no se sustenta en mayoría Pero peor aún me dolería más ver la sumisión de un pueblo con tanto potencial"
"182",1,"Así siguen mintiendo a un noble pueblo en emergencia Que sepa el régimen que lo seguiremos acompañando y el 6D le dará una lección de democracia y LIBERTAD como hace 204 años LiberemosAVenezuela"
"183",1,"Karina Parra"
"184",1,"Misión Nevado está en la búsqueda de diseñador a gráfico a"
"185",1,"jajajajajajajajjajaja solo el helado"
"186",1,NA
"187",1,"REQUISITOS PARA PARTICIPAR Servidor LAN Ser Fan like  LoL Comunidad Comparte la imagen en modo público y ya estás participando D Información Adicional El Sorteo se realizará cuando el campeón esté disponible en la tienda La otra semana Se publicará aquí el resultado a través de un video Le avisaremos por Inbox al Ganador para que reclame su premioMuchas Gracias por ser parte de esta gran Comunidad poco más de un año y medio estando con ustedes y esperamos estarlo hasta que por lo menos Riot le baje los precios al RP xD es decir siempreSuerte Invocadores"
"188",1,NA
"189",1,"impresionante tributo al rey del pop"
"190",1,NA
"191",1,"Cómo no ser demasiado duro contigo mismo Los errores son parte del proceso de aprendizaje No te compares con otros porque no sos ellos No existe la forma correcta de hacer las cosas Álzate por lo que crees aunque no sea popular Aprende de quienes te critican no de lo que te dicen sino de lo que hay detrás Toma tus debilidades como poderes Observa tu pasado como una aventura No subestimes tu talento y aplícalo cientos de veces Cada problema que tienes no es único La inteligencia es relativa la autoestima no Expresa tus frustraciones de forma creativa Rodéate por quienes quieren que lo logres"
"192",1,NA
"193",1,"HOYENLAHISTORIA Fue la primera artista mexicana en exponer en el Museo del Louvre París Incluso el grupo Red Hot Chilli Peppers le dedicó la canción 'Scar Tissue' Más curiosidades que debes conocer sobre Frida Kahlo   http//googl/qAAdMH"
"194",1,NA
"195",1,"The Minions have got talent Check out this new sneak peek from Minions in theaters July 10"
"196",1,NA
"197",1,"Mira el video y entérate de lo que sucede con nuestra harina Únete al cambio Cambia Venezuela http//googl/yuhnOv"
"198",1,NA
"199",1,NA
"200",1,NA
"201",1,NA
"202",1,NA
"203",1,NA
"204",1,"jajajaja XD"
"205",1,"True"
"206",1,NA
"207",1,"Frustran robo a banco en la avenida principal de Bello MonteLa banda delictiva integrada por 8 sujetos ingresó al banco con la intención de robar sin embargo funcionarios de la Policía de Baruta se percatan de la situación y pidieron refuerzos a la PNB generándose un intercambio de disparos Más información http//googl/xkdNR6"
"208",1,"como te digo una cosa te digo la otra"
"209",1,NA
"210",1,"ESTO ES LO QUE PASA CUANDO GOBIERNA EL PSUV DICTADURA MISERABLE Régimen Socialista de Maduro le vende la comida a los damnificados de la inundación de Guasdualito"
"211",1,"Esto es un infiernoooSíguenos en Así va España http//wwwasivaespanacom/tradiciones/gifsegundaoladecalorvamosaporella"
"212",1,"puyenla"
"213",1,"Que Susto"
"214",1,"atacando directo a tu subconsciente Antonio Pereira "
"215",1,"La única canción que me hace sentir orgulloso"
"216",1,NA
"217",1,"Introducing H2O Ninja Mask Innovative design let's you breathe naturally under water"
"218",1,NA
"219",1,"Jajajaja Estos magos se pasaron CircoMEGA"
"220",1,NA
"221",1,"VideosVirales  Si estudian canto y no saben alcanzar notas altas aquí la solución muy sencilla jajajaja Click al video "
"222",1,NA
"223",1,"IMPORTANTE COMPÁRTELO ENTRE TUS CONTACTOSEsto ha pasado a varias personas que viven en departamento y utilizan ascensor con sus amigos de cuatro patas DAAS  Derecho Animal A Ser"
"224",1,NA
"225",1,"Por qué el fútbol venezolano no funciona Episodio completo aquí  http//owly/PcRUd"
"226",1,NA
"227",1,"Estás de acuerdo"
"228",1,NA
"229",1,"Era il 4 luglio 2006 esattamente nove anni fa cha goduria per gli italiani"
"230",1,NA
"231",1,"NoticierosTelesur VIDEO CONOCE LAS TRES MÉRIDA DEL MUNDO LA ESPAÑOLA LA NUESTRA Y LA VENEZOLANA"
"232",1,NA
"233",1,"Mascotas sentados como humanos "
"234",1,"Quería escribir algo sobre esto pero no me puedo concentrar y bueno Chao"
"235",1,"Aiiiiieeeeeeeeeee  Quadruple luxation des yeuxOffrez cette fracture en taguant vos amisFracture de la rétine no 109 "
"236",1,NA
"237",1,""
"238",1,NA
"239",1,"Here's how to make PIZZA DIP"
"240",1,NA
"241",1,"''Ya pasaron algunos días pero hay 1 herida que no sana Me siento decepcionado me decepcionó Jara me decepcionó Chile me decepcionó el Arbitraje y también sentí que me decepcionó el Futbol El día del partido todos me sugerían que no juegue que me enfoque mas en mis problemas familiares  ya que mi familia está atravesando un momento horrible Sin embargo por una cuestión de convicción por una cuestión de respeto al equipo y por respeto al Futbol decidí jugar Para qué no Para salir a la cancha y ser insultado  ser agredido incluso me decían cosas como ''Tu papá se va a comer 20 años preso'' Me descolocaron que sean tan pocos humanos y que con tal de ganar recurran a estrategias indignas y cruelesPuedo tolerar agresiones crueles pero que te metan 2 dedos en la cola ya es algo bastante molesto difícil de sobrellevar  y reaccioné básicamente por instinto A lo cual Jara hizo una actuación digna de BroadwayEs triste que en el Futbol existan estas cosas Cuando yo era un niño y jugaba con mi pelota todo el día era porque amaba el deporte  porque me encantaba correr hacer goles e ir superándome tanto técnicamente como aprender a jugar en EquipoMe acuerdo en mi adolescencia yo admiraba a Gabriel Batistuta y a otros jugadores que por ahí no jugaban en mi posición como el Chino Recoba o Pavel Nedved los admiraba mucho Nunca se me hubiera cruzado por la cabeza meterle 2 dedos en la cola a Pavel Nedved Porque el Futbol no se trata de esoJara es un pobre ser humano un futbolista fracasado que recurre a la actuación y a la indignidad para llenar sus falencias como futbolista Para mi se equivocó de rubro ya que como actor lo veo mejor  y si tantas ganas de meter dedos en la cola tiene debería dedicarse a la pornografía En los Tsunamis y en los Terremotos murieron muchos chilenos trabajadores y honestos Y me preguntó por qué Jara sigue vivo a veces pareciera que en este mundo los buenos sufren y los malos disfrutan Pareciera que el mal triunfa sobre el bien Nada mas que decirGracias por leer''Carta de Edison Cavani reportada al Diario El Gráfico Profunda y conmovedora"
"242",1,NA
"243",1,NA
"244",1,NA
"245",1,"Follow Sun Gazing"
"246",1,"no se lo dedico a nadie jajajajajaja pero es que coño esta bueno este video jajaaja"
"247",1,"NO ES QUE ANDE ARDIDO PERO NO SUPERO ESTE VIDEO JAJAJAJA ESTA BUENAZO JAJA"
"248",1,""
"249",1,"Simba"
"250",1,NA
"251",1,"Sabías que El 05 de Julio de 1964 en Inglaterra se crea la banda Pink Floyd"
"252",1,NA
"253",1,"jajaj Edielbis Teran Aqui estoy yo jaja XD"
"254",1,NA
"255",1,"Diferencias de un turista y un aventurero Mochilero"
"256",1,NA
"257",1,"Qué increíble lección de vida Wow MIRA TAMBIÉN ESTE VIDEO https//wwwyoutubecom/watchvRyM6E5Gjx4NO OLVIDES DARLE LIKE A LA PÁGINA PARA MÁS VIDEOS"
"258",1,NA
"259",1,NA
"260",1,NA
"261",1,"wwwlabioguiacom"
"262",1,"No vale yo no creo"
"263",1,"https//wwwfacebookcom/CharlyAlberti/videos/vb33044472102/10151879166397103/type2theater"
"264",1,"Soda Stereo  Oficial Charly Alberti"
"265",1,"jajajajajajajajjajaja solo el helado"
"266",1,"QEPDVictorRivera"
"267",1,"Jajajaa Se pasarón"
"268",1,"v"
"269",1,NA
"270",1,"Decimos presente y nos complace participar en esta maravillosa iniciativaEste Jueves 09 de Julio con los Desordenados Emprende MusicY tú eres emprendedor"
"271",1,"Angelica Rios"
"272",1,"BOOM CircoMEGA"
"273",1,NA
"274",1,"NoticiasCinex Nuevos póster exclusivos Faces of the Revolution de Los Juegos del Hambre Sinsajo  Parte 2"
"275",1,NA
"276",1,"Así mismo es MEGACirco"
"277",1,NA
"278",1,"Qui veut une part  "
"279",1,NA
"280",1,"Ánimo CircoMEGA"
"281",1,NA
"282",1," Porfi tía acompañame a hacerme el pirsing "
"283",1,NA
"284",1,"Frases que los hombres ya no deberíamos usar "
"285",1,NA
"286",1,"SalDeDudas Una sola letra puede alterar el tiempo y espacio en que un acontecimiento tomo lugar"
"287",1,"Algo en mí ha muerto Vía Cuánta Razón http//wwwcuantarazoncom/966351/ahiva"
"288",1,"Muuuuuuuchas cómics de la época incluían este tipo de cosasy así películas etc etc"
"289",1,"WHAT My childhood is been ruined"
"290",1,NA
"291",1,"No al maltrato animal"
"292",1,NA
"293",1,"LA VENEZUELA DE  CHAVEZ Y MADURO  El peor castigo para Venezuela pero bien merecido por tantos años ciegos e indiferentes por cierto  aún son ciegos e indiferentes"
"294",1,"video The Shopping en Venezuela Imagénes de un saqueo wtf omg csm findemundo 6M MaduroElModeloFracasó noticias vzla politica"
"295",1,"jajajajajajajajajaja América Valentina Pérez Dávila"
"296",1,"Dale like a mi fan page si estas de acuerdo Jiji"
"297",1,NA
"298",1,"Piensan como Marx gobiernan como Stalin y viven como Rockefeller HipocresíaSocialista"
"299",1,NA
"300",1,"ATENCIÓN  Toma de rehenes en Caracas antisociales tendrían en su poder a personal y clientes del Banco de Venezuela wwwbitly/1NLDGll FotosTwitter/DanielMijares"
"301",1,NA
"302",1,"EL HOSPITAL SANT JOAN DE DÉU TRANSFORMA LAS RESONANCIAS EN UNA AVENTURA ESPACIAL PARA LOS NIÑOS La decoración de la sala del hospital ha reducido un 18 el uso de anestesia porque los pacientes colaboran más La nueva decoración transforma el área de diagnóstico por la imagen de Sant Joan de Déu en una aventura espacialEl Hospital de Sant Joan de Déu de Esplugues de Llobregat ha decorado el área de diagnóstico por la imagen como si fuera una nave espacial para ofrecer un ambiente más acogedor a los niños que se someten a pruebas como resonancias magnéticas o TACLa iniciativa es fruto de la colaboración entre este hospital pediátrico y la empresa HP que ha sido la encargada de imprimir la nueva decoración de las salas de radiologíaDesde que los niños llegan al vestuario hasta que se someten a la prueba se invita a los pacientes a vivir una aventura por el espacio mediante la decoraciónLas paredes y el mobiliario están forrados de imágenes que recrean la vida cotidiana de un astronauta y en la sala de radiología el techo es un cielo azul oscuro con estrellas y planetas y la máquina está decorada como una nave espacialLa jefa del servicio de diagnóstico por la imagen de Sant Joan de Déu Maria Teresa Maristany ha explicado que las salas de radiología imponen mucho a los niños que entran angustiados y poco colaboradores y muchas veces hay que recurrir a sedación para poder realizar bien las pruebasSegún Maristany con la nueva decoración espacial los niños quedan fascinados colaboran más no tienen miedo y esto se ha traducido en una disminución del 18 en el uso de la anestesia y en una reducción de las pruebas de repeticiónEn el Hospital de Sant Joan de Déu se realizan cada año 6000 resonancias magnéticas y 5000 TAC a niños y adolescentes"
"303",1,NA
"304",1,"I need these RIGHT NOWMatt x"
"305",1,NA
"306",1,NA
"307",1,NA
"308",1,"  https//wwwyoutubecom/watchvnCKkHqlx9dE"
"309",1,NA
"310",1,"THIS IS CALLED HUMAN THE REAL HUMAN BEING WHO SAVED A LEOPARD'S LIFE WITHOUT ANY FEAR OF HIS OWN LIFE She may be an intimidating predator in her natural environment but this leopard looked more like a lost kitten after falling into an open well  prompting a rescue operation with a differenceThe fully grown female big cat was prowling for food near the Sonaigali village in Guwahati city northeast India when she tumbled into the well Rescue mission Veterinarian Bijoy Gogoi who takes the leopard from the well"
"311",1,NA
"312",1,"Family Guy just blew my mind"
"313",1,"Ahhhh Carlos Augusto Solís Salazar entiendes"
"314",1,"LA REALIDAD DE LOS CASADOSSíguenos enTwitter  https//twittercom/ZZRadioInstagram  http//instagramcom/zzradio"
"315",1,NA
"316",1,NA
"317",1,NA
"318",1,"Deja que hablen de ti MEGACirco"
"319",1,"xD"
"320",1,"HAHAHA QUE HERMOSA NIÑA 3 CON EL HULA HULA XD"
"321",1,NA
"322",1,"yo cargo uno conmigo a todos los eventos por eso mi neceser pesa una tonelada"
"323",1,"If something goes wrong with your costume there are standby sewing kits and machines in this section of the hall"
"324",1,NA
"325",1,"ENVIDIA DÓNDELa envidia es mil veces más terrible que el hambre porque es hambre espiritual"
"326",1,NA
"327",1,NA
"328",1,"Jajaja te bajas ahora  Johnny Aniwoxcom"
"329",1,NA
"330",1,"Qué opinan"
"331",1,"JAJAJAJAJAJAA"
"332",1,"Ese momento en el que no sabes si es mas importante tu amigo o la toalla"
"333",1,"wwwlabioguiacom"
"334",1,NA
"335",1," D3 wwwsamoeinteresnoenet   "
"336",1,"Who's ready for a spa day"
"337",1,"Can't Control Ithttp//9gagcom/gifreffbp"
"338",1,"El perfecto ejemplo de si no la ganas la empatas xD"
"339",1,"Momento de reflexión en RadioActiva"
"340",1,NA
"341",1,"Yo no habló con muertos "
"342",1,NA
"343",1,"Vamos Todos a Compartir Esto Para Que el Mundo Se Entere O"
"344",1,NA
"345",1,"Mira TODOS nuestros videos en YouTube  googl/0gmdzz"
"346",1,NA
"347",1,"Fomentemos la responsabilidad en nuestros niños dejandoles tareas de acuerdo a su edad"
"348",1,NA
"349",1,"Tempt Your Picky Eaters with Fun Food"
"350",1,NA
"351",1,NA
"352",1,"10 Consejos que debes seguir todo buen líderSábadoDeRoastips"
"353",1,NA
"354",1,NA
"355",1,NA
"356",1,"Qué opinan CircoMEGA"
"357",1,NA
"358",1,"A Homeless Musician and His Cat Named Bob A homeless musician James Bowen meets homeless red cat he named Bob who changed his life forever One day in the subway James saw a cat with a leg wound likely from a fight with another cat It was obvious that the cat needed help James took the cat to the vet and he eventually recoveredJames then found it impossible to say bye to Street Cat Bob Bob followed James everywhere he went As James played the guitar on the street and Bob sitting nearby revenues increased dramatically James wrote a book describing their adventures on the street In the book James says that could not have imagined how meeting Bob would change his life"
"359",1,NA
"360",1,NA
"361",1,"Soy LUZista"
"362",1,"Feliz Tarde "
"363",1,NA
"364",1,"In case you missed this  here's the funniest ever Glastonbury pictureh/t LaurenceAnholt "
"365",1,NA
"366",1,"Ranking dos 30 países mais inseguros do mundo Observem bem de que patota fazemos parteFalando em oportunidades de negócios produtos e serviços relacionados a segurança e proteção das famílias sempre terão grande demanda nessa selva chamada BrasilFonte Social Progress Imperative"
"367",1,NA
"368",1,"Tan parecidos"
"369",1,NA
"370",1,"Repost lissetoficial asiNoMas"
"371",1,"Hshdhshdhsgs yo"
"372",1,"Juventud divino tesoro"
"373",1,"i don't know about hypocrites but i do know that when people say everybody sins usually it's about and starts with everybody lies 3 3 3 3 3 3 3 3 3 3 3"
"374",1,NA
"375",1,NA
"376",1,"La bandera de Venezuela hoy brilla en Bogota Que pauerful Que hermandad"
"377",1,NA
"378",1,"Una reflexión para este miércoles Excelente día a tods"
"379",1,NA
"380",1,NA
"381",1,"A tratar de ponernos de acuerdo MEGACirco"
"382",1,NA
"383",1,"Who wants to play"
"384",1,NA
"385",1,"no es fácil ser la mujer maravilla"
"386",1,"Cuando entras en una relación y de repente todas quieren contigo"
"387",1,"Seems like as soon as you get into a relationship everybody wants you"
"388",1,NA
"389",1,NA
"390",1,NA
"391",1,NA
"392",1,NA
"393",1,"Quien es tu adicción Etiquétalo aquí"
"394",1,"Hay personas que no tienen alma de pana ojala reencarne en una cucaracha"
"395",1,"Amigs proteccionistas muy pendientes de esta mujer nunca le den en adopcion ni un perro' ni un gato' ni un mosquito se llama Natalia Coronado trabaja en el valle  vive en la Vegase entra por el paraiso o por el km 5 de la panamericana se viste bien' habla muy bien' de verdad te hace creer que es la mejor adoptante que haz conseguidobuen empleo cristiana nins pago el traslado todo perfecto te dice que ama y ayuda a muchos animales las dos primeras semanas envio fotos' videos' luego comenzo un misterio total no mas fotos no mas videos despues de 20 dias hablandole bonito' por debajito hasta que ayer se logro quitarle la perrita en muy mal estado 8 kilos menos' 3 gusaneras' hay que hacerle cirugia posiblemente pierda su cola por favor difundan para que nunca nadie le de nada a este mujer nada difundan por todos lados al parecer adopto unos gaticos y un poodle para que no suceda lo mismo difundan"
"396",1,"Andrys igualito cuando explicas algo que hizo el chino"
"397",1,"No lo hagas v"
"398",1,NA
"399",1,NA
"400",1,NA
